ensembl_gene_id	chromosome_name	gene_biotype	description	protein_id	go_id
44	AAEL001289	NIGP01001447	protein_coding	permease, putative [Source:VB Community Annotation]	EAT47571.1	GO:0016021
45	AAEL001289	NIGP01001447	protein_coding	permease, putative [Source:VB Community Annotation]	EAT47571.1	GO:0005215
46	AAEL001289	NIGP01001447	protein_coding	permease, putative [Source:VB Community Annotation]	EAT47571.1	GO:0055085
47	AAEL001289	NIGP01001447	protein_coding	permease, putative [Source:VB Community Annotation]	EAT47571.1	GO:0022857
48	AAEL002321	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0003677
49	AAEL002321	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0006355
50	AAEL002321	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0043565
51	AAEL002321	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0005634
52	AAEL002321	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0007275
53	AAEL002331	1	protein_coding	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	EAT46476.1	GO:0008270
54	AAEL002331	1	protein_coding	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	EAT46476.1	GO:0005975
55	AAEL002331	1	protein_coding	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	EAT46476.1	GO:0004476
56	AAEL002331	1	protein_coding	Mannose-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q17IJ3]	EAT46476.1	GO:0009298
57	AAEL002335	1	protein_coding	atbf1 [Source:VB Community Annotation]		GO:0003677
58	AAEL002335	1	protein_coding	atbf1 [Source:VB Community Annotation]		GO:0008270
59	AAEL002335	1	protein_coding	atbf1 [Source:VB Community Annotation]		GO:0006355
60	AAEL002335	1	protein_coding	atbf1 [Source:VB Community Annotation]		GO:0043565
61	AAEL002335	1	protein_coding	atbf1 [Source:VB Community Annotation]		GO:0003676
62	AAEL002343	1	protein_coding	neuronal pas domain protein [Source:VB Community Annotation]	EAT46470.1	GO:0006355
63	AAEL002343	1	protein_coding	neuronal pas domain protein [Source:VB Community Annotation]	EAT46470.1	GO:0005634
64	AAEL002343	1	protein_coding	neuronal pas domain protein [Source:VB Community Annotation]	EAT46470.1	GO:0046983
65	AAEL002346	1	protein_coding	plexin a [Source:VB Community Annotation]		GO:0007165
66	AAEL002346	1	protein_coding	plexin a [Source:VB Community Annotation]		GO:0005515
67	AAEL002346	1	protein_coding	plexin a [Source:VB Community Annotation]		GO:0071526
68	AAEL002346	1	protein_coding	plexin a [Source:VB Community Annotation]		GO:0017154
69	AAEL002348	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0003677
70	AAEL002348	1	protein_coding	paired box protein pax-6 [Source:VB Community Annotation]		GO:0006355
71	AAEL002354	1	protein_coding	heme peroxidase [Source:VB Community Annotation]		GO:0055114
72	AAEL002354	1	protein_coding	heme peroxidase [Source:VB Community Annotation]		GO:0020037
73	AAEL002354	1	protein_coding	heme peroxidase [Source:VB Community Annotation]		GO:0006979
74	AAEL002354	1	protein_coding	heme peroxidase [Source:VB Community Annotation]		GO:0004601
75	AAEL002357	1	protein_coding			GO:0005509
76	AAEL002357	1	protein_coding			GO:0035556
77	AAEL002357	1	protein_coding			GO:0019992
78	AAEL002357	1	protein_coding			GO:0007268
79	AAEL002357	1	protein_coding			GO:0005543
80	AAEL002357	1	protein_coding		EAT46460.1	GO:0005509
81	AAEL002357	1	protein_coding		EAT46460.1	GO:0035556
82	AAEL002357	1	protein_coding		EAT46460.1	GO:0019992
83	AAEL002357	1	protein_coding		EAT46460.1	GO:0007268
84	AAEL002357	1	protein_coding		EAT46460.1	GO:0005543
85	AAEL002815	NIGP01001630	protein_coding		EAT45951.1	
86	AAEL003188	NIGP01001712	protein_coding	sphingosine phosphate lyase [Source:VB Community Annotation]		GO:0003824
87	AAEL003188	NIGP01001712	protein_coding	sphingosine phosphate lyase [Source:VB Community Annotation]		GO:0030170
88	AAEL003188	NIGP01001712	protein_coding	sphingosine phosphate lyase [Source:VB Community Annotation]		GO:0019752
89	AAEL003188	NIGP01001712	protein_coding	sphingosine phosphate lyase [Source:VB Community Annotation]		GO:0016831
90	AAEL003192	NIGP01000133	protein_coding	mfs transporter [Source:VB Community Annotation]	EAT45535.1	GO:0016021
91	AAEL003192	NIGP01000133	protein_coding	mfs transporter [Source:VB Community Annotation]	EAT45535.1	GO:0055085
92	AAEL003192	NIGP01000133	protein_coding	mfs transporter [Source:VB Community Annotation]	EAT45535.1	GO:0022857
93	AAEL003202	NIGP01001976	protein_coding	cyclohex-1-ene-1-carboxyl-CoA hydratase, putative [Source:VB Community Annotation]		GO:0003824
94	AAEL003541	NIGP01000309	protein_coding	galectin [Source:VB Community Annotation]		GO:0030246
95	AAEL004163	1	protein_coding	O-fucosyltransferase, putative [Source:VB Community Annotation]		GO:0016757
96	AAEL004163	1	protein_coding	O-fucosyltransferase, putative [Source:VB Community Annotation]		GO:0006004
97	AAEL004167	1	protein_coding	zinc finger protein [Source:VB Community Annotation]	EAT44482.1	GO:0008270
98	AAEL004167	1	protein_coding	zinc finger protein [Source:VB Community Annotation]	EAT44482.1	GO:0003723
99	AAEL004167	1	protein_coding	zinc finger protein [Source:VB Community Annotation]	EAT44482.1	GO:0003676
100	AAEL004167	1	protein_coding	zinc finger protein [Source:VB Community Annotation]	EAT44482.1	GO:0000398
101	AAEL004167	1	protein_coding	zinc finger protein [Source:VB Community Annotation]	EAT44482.1	GO:0045131
102	AAEL004169	1	protein_coding		EAT44478.1	
103	AAEL004179	1	protein_coding		EAT44480.1	GO:0016020
104	AAEL004179	1	protein_coding		EAT44480.1	GO:0006811
105	AAEL004179	1	protein_coding		EAT44480.1	GO:0016021
106	AAEL004179	1	protein_coding		EAT44480.1	GO:0005216
107	AAEL004179	1	protein_coding		EAT44480.1	GO:0055085
108	AAEL004179	1	protein_coding		EAT44480.1	GO:0005515
109	AAEL004180	1	protein_coding			GO:0055114
110	AAEL004180	1	protein_coding			GO:0050660
111	AAEL004180	1	protein_coding			GO:0004497
112	AAEL004180	1	protein_coding			GO:0071949
113	AAEL004180	1	protein_coding			GO:0006744
114	AAEL004180	1	protein_coding			GO:0016709
115	AAEL004193	1	protein_coding	rhophilin [Source:VB Community Annotation]		GO:0007165
116	AAEL004193	1	protein_coding	rhophilin [Source:VB Community Annotation]		GO:0005515
117	AAEL004195	1	protein_coding	membrane associated progesterone receptor [Source:VB Community Annotation]	EAT44473.1	GO:0016021
118	AAEL004404	1	protein_coding	HIG1 domain family member 2A, putative [Source:VB Community Annotation]	EAT44199.1	GO:0016021
119	AAEL004410	1	protein_coding	protein phosphatase [Source:VB Community Annotation]		GO:0016791
120	AAEL004410	1	protein_coding	protein phosphatase [Source:VB Community Annotation]		GO:0004725
121	AAEL004410	1	protein_coding	protein phosphatase [Source:VB Community Annotation]		GO:0008138
122	AAEL004410	1	protein_coding	protein phosphatase [Source:VB Community Annotation]		GO:0016311
123	AAEL004410	1	protein_coding	protein phosphatase [Source:VB Community Annotation]		GO:0006470
124	AAEL004489	NIGP01000295	protein_coding	Daxx-like protein [Source:VB Community Annotation]		
125	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT48397.1	GO:0003735
126	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT48397.1	GO:0006412
127	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT48397.1	GO:0005840
128	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT48397.1	GO:0005622
129	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT44098.1	GO:0003735
130	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT44098.1	GO:0006412
131	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT44098.1	GO:0005840
132	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EAT44098.1	GO:0005622
133	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EJY57537.1	GO:0003735
134	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EJY57537.1	GO:0006412
135	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EJY57537.1	GO:0005840
136	AAEL004503	NIGP01000295	protein_coding	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:Q1HR25]	EJY57537.1	GO:0005622
137	AAEL004793	NIGP01001877	protein_coding	dipeptidyl-peptidase [Source:VB Community Annotation]		GO:0006508
138	AAEL004793	NIGP01001877	protein_coding	dipeptidyl-peptidase [Source:VB Community Annotation]		GO:0008236
139	AAEL004809	1	protein_coding		EAT33832.1	
140	AAEL004824	1	protein_coding			GO:0016747
141	AAEL005245	NIGP01000944	protein_coding	DNA repair protein rad50 [Source:VB Community Annotation]		GO:0005634
142	AAEL005245	NIGP01000944	protein_coding	DNA repair protein rad50 [Source:VB Community Annotation]		GO:0006281
143	AAEL005245	NIGP01000944	protein_coding	DNA repair protein rad50 [Source:VB Community Annotation]		GO:0016887
144	AAEL005245	NIGP01000944	protein_coding	DNA repair protein rad50 [Source:VB Community Annotation]		GO:0030870
145	AAEL005245	NIGP01000944	protein_coding	DNA repair protein rad50 [Source:VB Community Annotation]		GO:0000723
146	AAEL005254	1	protein_coding	dynactin P62 subunit [Source:VB Community Annotation]	EAT43296.1	GO:0005869
147	AAEL005261	1	protein_coding			
148	AAEL005266	1	protein_coding	40S ribosomal protein S14 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR24]	EAT43298.1	GO:0003735
149	AAEL005266	1	protein_coding	40S ribosomal protein S14 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR24]	EAT43298.1	GO:0006412
150	AAEL005266	1	protein_coding	40S ribosomal protein S14 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR24]	EAT43298.1	GO:0005840
151	AAEL005266	1	protein_coding	40S ribosomal protein S14 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR24]	EAT43299.1	GO:0003735
152	AAEL005266	1	protein_coding	40S ribosomal protein S14 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR24]	EAT43299.1	GO:0006412
153	AAEL005266	1	protein_coding	40S ribosomal protein S14 [Source:UniProtKB/Swiss-Prot;Acc:Q1HR24]	EAT43299.1	GO:0005840
154	AAEL005271	1	protein_coding			GO:0017137
155	AAEL005279	1	protein_coding	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	EAT43302.1	GO:0003824
156	AAEL005279	1	protein_coding	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	EAT43302.1	GO:0009058
157	AAEL005279	1	protein_coding	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	EAT43302.1	GO:0016742
158	AAEL005279	1	protein_coding	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	EAT43302.1	GO:0004479
159	AAEL005279	1	protein_coding	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	EAT43302.1	GO:0071951
160	AAEL005281	1	protein_coding		EAT43301.1	GO:0005639
161	AAEL005281	1	protein_coding			GO:0005639
162	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42987.1	GO:0003723
163	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42987.1	GO:0003676
164	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42989.1	GO:0003723
165	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42989.1	GO:0003676
166	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42991.1	GO:0003723
167	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42991.1	GO:0003676
168	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]		GO:0003676
169	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42988.1	GO:0003723
170	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42988.1	GO:0003676
171	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42990.1	GO:0003723
172	AAEL005515	1	protein_coding	heterogeneous nuclear ribonucleoprotein [Source:VB Community Annotation]	EAT42990.1	GO:0003676
173	AAEL005518	1	protein_coding			GO:0003677
174	AAEL005518	1	protein_coding			GO:0005634
175	AAEL005520	1	protein_coding	carbonic anhydrase [Source:VB Community Annotation]	EJY57590.1	GO:0008270
176	AAEL005520	1	protein_coding	carbonic anhydrase [Source:VB Community Annotation]	EJY57590.1	GO:0004089
177	AAEL005520	1	protein_coding	carbonic anhydrase [Source:VB Community Annotation]	EAT42998.1	GO:0008270
178	AAEL005520	1	protein_coding	carbonic anhydrase [Source:VB Community Annotation]	EAT42998.1	GO:0004089
179	AAEL005521	1	protein_coding	prolylcarboxypeptidase [Source:VB Community Annotation]	EAT43002.1	GO:0006508
180	AAEL005521	1	protein_coding	prolylcarboxypeptidase [Source:VB Community Annotation]	EAT43002.1	GO:0008236
181	AAEL005522	1	protein_coding	Putative conserved protein with signal anchor [Source:UniProtKB/TrEMBL;Acc:A0A0P6J688]		GO:0005634
182	AAEL005524	1	protein_coding	Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:Q179S1]		GO:0004013
183	AAEL005524	1	protein_coding	Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:Q179S1]	EAT43000.1	GO:0006730
184	AAEL005524	1	protein_coding	Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:Q179S1]	EAT43000.1	GO:0004013
185	AAEL005525	NIGP01002221	protein_coding			GO:0005515
186	AAEL005526	1	protein_coding			GO:0005515
187	AAEL005527	1	protein_coding	Probable exonuclease mut-7 homolog (EC 3.1.-.-)(Exonuclease 3'-5' domain-containing protein 3 homolog) [Source:VB Community Annotation]		GO:0003676
188	AAEL005527	1	protein_coding	Probable exonuclease mut-7 homolog (EC 3.1.-.-)(Exonuclease 3'-5' domain-containing protein 3 homolog) [Source:VB Community Annotation]		GO:0006139
189	AAEL005527	1	protein_coding	Probable exonuclease mut-7 homolog (EC 3.1.-.-)(Exonuclease 3'-5' domain-containing protein 3 homolog) [Source:VB Community Annotation]		GO:0008408
190	AAEL005528	1	protein_coding		EAT42994.1	GO:0003723
191	AAEL005528	1	protein_coding		EAT42994.1	GO:0003676
192	AAEL005528	1	protein_coding			GO:0003676
193	AAEL005530	1	protein_coding		EAT42983.1	GO:0005975
194	AAEL005530	1	protein_coding		EAT42983.1	GO:0003824
195	AAEL005530	1	protein_coding		EAT42983.1	GO:0005576
196	AAEL005530	1	protein_coding		EAT42983.1	GO:0008061
197	AAEL005530	1	protein_coding		EAT42983.1	GO:0006030
198	AAEL005531	1	protein_coding	venom allergen [Source:VB Community Annotation]	EAT42985.1	
199	AAEL005821	NIGP01002224	protein_coding	alanyl aminopeptidase [Source:VB Community Annotation]		GO:0008270
200	AAEL005821	NIGP01002224	protein_coding	alanyl aminopeptidase [Source:VB Community Annotation]		GO:0006508
201	AAEL005821	NIGP01002224	protein_coding	alanyl aminopeptidase [Source:VB Community Annotation]		GO:0004177
202	AAEL005821	NIGP01002224	protein_coding	alanyl aminopeptidase [Source:VB Community Annotation]		GO:0008237
203	AAEL005825	1	protein_coding	translation initiation factor eif-2b beta subunit [Source:VB Community Annotation]		GO:0044237
204	AAEL005826	1	protein_coding	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FBP6]		GO:0008270
205	AAEL005826	1	protein_coding	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FBP6]		GO:0005634
206	AAEL005826	1	protein_coding	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FBP6]		GO:0006511
207	AAEL005826	1	protein_coding	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FBP6]		GO:0007275
208	AAEL005826	1	protein_coding	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FBP6]		GO:0016567
209	AAEL005826	1	protein_coding	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FBP6]		GO:0005515
210	AAEL005832	1	protein_coding	programmed cell death [Source:VB Community Annotation]		GO:0045892
211	AAEL005839	1	protein_coding	uridine phosphorylase [Source:VB Community Annotation]		GO:0005737
212	AAEL005839	1	protein_coding	uridine phosphorylase [Source:VB Community Annotation]		GO:0003824
213	AAEL005839	1	protein_coding	uridine phosphorylase [Source:VB Community Annotation]		GO:0009116
214	AAEL005839	1	protein_coding	uridine phosphorylase [Source:VB Community Annotation]		GO:0004850
215	AAEL005839	1	protein_coding	uridine phosphorylase [Source:VB Community Annotation]		GO:0009166
216	AAEL005866	NIGP01002023	protein_coding	succinate dehydrogenase assembly factor 2, mitochondrial precursor (SDH assembly factor 2) [Source:VB Community Annotation]		GO:0018293
217	AAEL005866	NIGP01002023	protein_coding	succinate dehydrogenase assembly factor 2, mitochondrial precursor (SDH assembly factor 2) [Source:VB Community Annotation]		GO:0005739
218	AAEL005866	NIGP01002023	protein_coding	succinate dehydrogenase assembly factor 2, mitochondrial precursor (SDH assembly factor 2) [Source:VB Community Annotation]		GO:0005759
219	AAEL005866	NIGP01002023	protein_coding	succinate dehydrogenase assembly factor 2, mitochondrial precursor (SDH assembly factor 2) [Source:VB Community Annotation]		GO:0006121
220	AAEL005892	NIGP01000892	protein_coding		EAT42615.1	GO:0003676
221	AAEL005893	NIGP01000892	protein_coding			
222	AAEL005939	NIGP01000497	protein_coding	mpv17 protein [Source:VB Community Annotation]	EJY57608.1	GO:0016021
223	AAEL006081	NIGP01000525	protein_coding	NADPH fad oxidoreductase [Source:VB Community Annotation]	EAT42389.1	GO:0016491
224	AAEL006081	NIGP01000525	protein_coding	NADPH fad oxidoreductase [Source:VB Community Annotation]	EAT42389.1	GO:0055114
225	AAEL006772	NIGP01000440	protein_coding			GO:0045132
226	AAEL006772	NIGP01000440	protein_coding			GO:0007062
227	AAEL006772	NIGP01000440	protein_coding			GO:0000070
228	AAEL006772	NIGP01000440	protein_coding			GO:0016407
229	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016021
230	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0055114
231	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0004497
232	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0005506
233	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0020037
234	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016705
235	AAEL007017	NIGP01001080	protein_coding		EAT41319.1	
236	AAEL007077	NIGP01000140	protein_coding	integrin beta 1 binding protein (melusin) [Source:VB Community Annotation]	EAT41267.1	
237	AAEL007572	NIGP01000959	protein_coding	fidipidine [Source:VB Community Annotation]		
238	AAEL007650	1	protein_coding	Chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FHA0]		GO:0005524
239	AAEL007650	1	protein_coding	Chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FHA0]		GO:0005737
240	AAEL007650	1	protein_coding	Chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FHA0]		GO:0006457
241	AAEL007650	1	protein_coding	Chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A1S4FHA0]		GO:0051082
242	AAEL007651	1	protein_coding	phosphorylase b kinase [Source:VB Community Annotation]		GO:0003824
243	AAEL007651	1	protein_coding	phosphorylase b kinase [Source:VB Community Annotation]		GO:0005516
244	AAEL007651	1	protein_coding	phosphorylase b kinase [Source:VB Community Annotation]		GO:0005977
245	AAEL007651	1	protein_coding	phosphorylase b kinase [Source:VB Community Annotation]		GO:0005886
246	AAEL007652	1	protein_coding			
247	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0008270
248	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0016787
249	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0016810
250	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0000256
251	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0004038
252	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0050897
253	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0016888
254	AAEL007653	1	protein_coding	allantoinase [Source:VB Community Annotation]	EAT40633.1	GO:0016812
255	AAEL007654	1	protein_coding		EAT40636.1	GO:0008270
256	AAEL007654	1	protein_coding		EAT40636.1	GO:0005634
257	AAEL007654	1	protein_coding		EAT40636.1	GO:0003676
258	AAEL007655	1	protein_coding		EAT40635.1	GO:0003676
259	AAEL007656	1	protein_coding	receptor for activated C kinase, putative [Source:VB Community Annotation]	EAT40630.1	GO:0005515
260	AAEL007657	1	protein_coding	low-density lipoprotein receptor (ldl) [Source:VB Community Annotation]		GO:0016021
261	AAEL007657	1	protein_coding	low-density lipoprotein receptor (ldl) [Source:VB Community Annotation]		GO:0005509
262	AAEL007657	1	protein_coding	low-density lipoprotein receptor (ldl) [Source:VB Community Annotation]		GO:0005515
263	AAEL007658	1	protein_coding	partitioning defective 3, par-3 [Source:VB Community Annotation]		GO:0005515
264	AAEL007659	1	protein_coding		EAT40632.1	
265	AAEL007660	1	protein_coding	suppressor of actin (sac) [Source:VB Community Annotation]	EAT40629.1	GO:0016021
266	AAEL007660	1	protein_coding	suppressor of actin (sac) [Source:VB Community Annotation]	EAT40629.1	GO:0042578
267	AAEL007661	1	protein_coding	rab-40 [Source:VB Community Annotation]	EAT40624.1	GO:0003924
268	AAEL007661	1	protein_coding	rab-40 [Source:VB Community Annotation]	EAT40624.1	GO:0005525
269	AAEL007661	1	protein_coding	rab-40 [Source:VB Community Annotation]	EAT40624.1	GO:0035556
270	AAEL007661	1	protein_coding	rab-40 [Source:VB Community Annotation]		GO:0003924
271	AAEL007661	1	protein_coding	rab-40 [Source:VB Community Annotation]		GO:0005525
272	AAEL007661	1	protein_coding	rab-40 [Source:VB Community Annotation]		GO:0035556
273	AAEL007662	1	protein_coding	casein kinase [Source:VB Community Annotation]	EAT40625.1	GO:0005524
