ensembl_gene_id	chromosome_name	gene_biotype	description	protein_id	go_id
66	AAEL005877	NIGP01000892	protein_coding		EAT42610.1	GO:0051087
67	AAEL005877	NIGP01000892	protein_coding		EAT42610.1	GO:0001671
68	AAEL005877	NIGP01000892	protein_coding		EAT42610.1	GO:0051879
69	AAEL005877	NIGP01000892	protein_coding		EAT42611.1	GO:0051087
70	AAEL005877	NIGP01000892	protein_coding		EAT42611.1	GO:0001671
71	AAEL005877	NIGP01000892	protein_coding		EAT42611.1	GO:0051879
72	AAEL005877	NIGP01000892	protein_coding		EAT42609.1	GO:0051087
73	AAEL005877	NIGP01000892	protein_coding		EAT42609.1	GO:0001671
74	AAEL005877	NIGP01000892	protein_coding		EAT42609.1	GO:0051879
75	AAEL005892	NIGP01000892	protein_coding		EAT42615.1	GO:0003676
76	AAEL005893	NIGP01000892	protein_coding			
77	AAEL005939	NIGP01000497	protein_coding	mpv17 protein [Source:VB Community Annotation]	EJY57608.1	GO:0016021
78	AAEL006081	NIGP01000525	protein_coding	NADPH fad oxidoreductase [Source:VB Community Annotation]	EAT42389.1	GO:0016491
79	AAEL006081	NIGP01000525	protein_coding	NADPH fad oxidoreductase [Source:VB Community Annotation]	EAT42389.1	GO:0055114
80	AAEL006772	NIGP01000440	protein_coding			GO:0045132
81	AAEL006772	NIGP01000440	protein_coding			GO:0007062
82	AAEL006772	NIGP01000440	protein_coding			GO:0000070
83	AAEL006772	NIGP01000440	protein_coding			GO:0016407
84	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016021
85	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0055114
86	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0004497
87	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0005506
88	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0020037
89	AAEL007010	NIGP01001282	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016705
90	AAEL007017	NIGP01001080	protein_coding		EAT41319.1	
91	AAEL007077	NIGP01000140	protein_coding	integrin beta 1 binding protein (melusin) [Source:VB Community Annotation]	EAT41267.1	
92	AAEL007572	NIGP01000959	protein_coding	fidipidine [Source:VB Community Annotation]		
93	AAEL007747	NIGP01001876	protein_coding			
94	AAEL008395	NIGP01001053	protein_coding			GO:0005515
95	AAEL008404	NIGP01001909	protein_coding	Clip-Domain Serine Protease  family A. [Source:VB Community Annotation]		GO:0006508
96	AAEL008404	NIGP01001909	protein_coding	Clip-Domain Serine Protease  family A. [Source:VB Community Annotation]		GO:0004252
97	AAEL008412	NIGP01001909	protein_coding	Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:Q16YW1]	EAT39827.1	GO:0051087
98	AAEL008412	NIGP01001909	protein_coding	Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:Q16YW1]	EAT39827.1	GO:0005743
99	AAEL008412	NIGP01001909	protein_coding	Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:Q16YW1]	EAT39827.1	GO:0030150
100	AAEL008454	NIGP01001031	protein_coding		EAT39764.1	GO:0003824
101	AAEL008454	NIGP01001031	protein_coding		EJY57752.1	GO:0003824
102	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0005524
103	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0016020
104	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0016021
105	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0004675
106	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0004672
107	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0007178
108	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0006468
109	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0055114
110	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0005506
111	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0020037
112	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016705
113	AAEL009764	1	protein_coding	xaa-pro aminopeptidase [Source:VB Community Annotation]		GO:0016787
114	AAEL009764	1	protein_coding	xaa-pro aminopeptidase [Source:VB Community Annotation]		GO:0046872
115	AAEL009764	1	protein_coding	xaa-pro aminopeptidase [Source:VB Community Annotation]		GO:0070006
116	AAEL009767	1	protein_coding		EAT38332.1	GO:0005515
117	AAEL009987	NIGP01000650	protein_coding			GO:0046872
118	AAEL010461	NIGP01000470	protein_coding			
119	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0055114
120	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0005506
121	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0020037
122	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016705
123	AAEL011025	NIGP01000976	protein_coding	vacuolar ATP synthase subunit ac39 [Source:VB Community Annotation]	EAT36933.1	GO:0015078
124	AAEL011025	NIGP01000976	protein_coding	vacuolar ATP synthase subunit ac39 [Source:VB Community Annotation]	EAT36933.1	GO:0015991
125	AAEL011025	NIGP01000976	protein_coding	vacuolar ATP synthase subunit ac39 [Source:VB Community Annotation]	EAT36933.1	GO:0033179
126	AAEL011196	1	protein_coding			GO:0005515
127	AAEL011197	1	protein_coding	actin [Source:VB Community Annotation]	EAT36735.1	GO:0005524
128	AAEL011197	1	protein_coding	actin [Source:VB Community Annotation]	EAT36736.1	GO:0005524
129	AAEL011198	1	protein_coding	mitochondrial ribosomal protein, L38, putative [Source:VB Community Annotation]	EAT36733.1	
130	AAEL011199	1	protein_coding		EAT36739.1	GO:0030488
131	AAEL011199	1	protein_coding		EAT36739.1	GO:0008168
132	AAEL011199	1	protein_coding		EAT36739.1	GO:0008033
133	AAEL011199	1	protein_coding		EAT36739.1	GO:0106050
134	AAEL011200	1	protein_coding		EAT36740.1	
135	AAEL011201	1	protein_coding			
136	AAEL011202	1	protein_coding	bhlhzip transcription factor bigmax [Source:VB Community Annotation]	EAT36737.1	GO:0006355
137	AAEL011202	1	protein_coding	bhlhzip transcription factor bigmax [Source:VB Community Annotation]	EAT36737.1	GO:0008134
138	AAEL011202	1	protein_coding	bhlhzip transcription factor bigmax [Source:VB Community Annotation]	EAT36737.1	GO:0046983
139	AAEL011203	1	protein_coding			GO:0016021
140	AAEL011203	1	protein_coding			GO:0016491
141	AAEL011203	1	protein_coding			GO:0055114
142	AAEL011203	1	protein_coding			GO:0051537
143	AAEL011204	1	protein_coding	xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:VB Community Annotation]	EAT36732.1	GO:0016021
144	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0016787
145	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0005737
146	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0006520
147	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0004046
148	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0016787
149	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0005737
150	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0006520
151	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0004046
152	AAEL011377	1	protein_coding			
153	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0055114
154	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0046872
155	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0006744
156	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0016709
157	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0031314
158	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0055114
159	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0046872
160	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0006744
161	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0016709
162	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0031314
163	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0055114
164	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0046872
165	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0006744
166	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0016709
167	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0031314
168	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0055114
169	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0016651
170	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0048038
171	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0051287
172	AAEL011382	1	protein_coding	116 kda U5 small nuclear ribonucleoprotein component [Source:UniProtKB/TrEMBL;Acc:Q16Q70]	EAT36536.1	GO:0003924
173	AAEL011382	1	protein_coding	116 kda U5 small nuclear ribonucleoprotein component [Source:UniProtKB/TrEMBL;Acc:Q16Q70]	EAT36536.1	GO:0005525
174	AAEL011383	1	protein_coding	MAGE-41 protein, putative [Source:VB Community Annotation]	EAT36535.1	
175	AAEL011385	1	protein_coding			
176	AAEL011386	1	protein_coding		EAT36533.1	
177	AAEL011386	1	protein_coding		EAT36534.1	
178	AAEL011388	1	protein_coding	Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT08]		GO:0000814
179	AAEL011388	1	protein_coding	Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT08]		GO:0071985
180	AAEL011388	1	protein_coding	Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT08]		GO:0043328
181	AAEL011389	1	protein_coding		EAT36537.1	GO:0006661
182	AAEL011389	1	protein_coding		EAT36537.1	GO:0070772
183	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0003735
184	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0006412
185	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0005840
186	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0005622
187	AAEL011751	NIGP01000838	protein_coding	ccar1 [Source:VB Community Annotation]		GO:0006355
188	AAEL011754	NIGP01000599	protein_coding			
189	AAEL011756	NIGP01001914	protein_coding	aldehyde dehydrogenase [Source:VB Community Annotation]	EAT36141.1	GO:0016491
190	AAEL011756	NIGP01001914	protein_coding	aldehyde dehydrogenase [Source:VB Community Annotation]	EAT36141.1	GO:0055114
191	AAEL011756	NIGP01001914	protein_coding	aldehyde dehydrogenase [Source:VB Community Annotation]	EAT36141.1	GO:0016620
192	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0005524
193	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0004674
194	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0004672
195	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0006468
196	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0005524
197	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0004674
198	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0004672
199	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0006468
200	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0005524
201	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0016787
202	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0005737
203	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0030163
204	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0000502
205	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0036402
206	AAEL012096	1	protein_coding		EAT35747.1	GO:0005515
207	AAEL012098	1	protein_coding	synaptic vesicle protein [Source:VB Community Annotation]		GO:0016021
208	AAEL012098	1	protein_coding	synaptic vesicle protein [Source:VB Community Annotation]		GO:0055085
209	AAEL012098	1	protein_coding	synaptic vesicle protein [Source:VB Community Annotation]		GO:0022857
210	AAEL012099	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008270
211	AAEL012099	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0006508
212	AAEL012099	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008237
213	AAEL012100	1	protein_coding		EAT35745.1	GO:0003723
214	AAEL012100	1	protein_coding		EAT35745.1	GO:0003676
215	AAEL012101	1	protein_coding	tubulin alpha chain [Source:VB Community Annotation]		GO:0007017
216	AAEL012101	1	protein_coding	tubulin alpha chain [Source:VB Community Annotation]		GO:0005874
217	AAEL012101	1	protein_coding	tubulin alpha chain [Source:VB Community Annotation]		GO:0003924
218	AAEL012101	1	protein_coding	tubulin alpha chain [Source:VB Community Annotation]		GO:0005525
219	AAEL012101	1	protein_coding	tubulin alpha chain [Source:VB Community Annotation]		GO:0005200
220	AAEL012102	1	protein_coding		EAT35761.1	
221	AAEL012103	1	protein_coding			GO:0008270
222	AAEL012103	1	protein_coding			GO:0016021
223	AAEL012103	1	protein_coding			GO:0006508
224	AAEL012103	1	protein_coding			GO:0008237
225	AAEL012104	1	protein_coding			GO:0005515
226	AAEL012105	1	protein_coding	Zinc finger protein-like 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16N38]	EAT35748.1	GO:0016021
227	AAEL012105	1	protein_coding	Zinc finger protein-like 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16N38]	EAT35748.1	GO:0046872
228	AAEL012107	1	protein_coding	nanos [Source:VB Community Annotation]	EAT35750.1	GO:0008270
229	AAEL012107	1	protein_coding	nanos [Source:VB Community Annotation]	EAT35750.1	GO:0003723
230	AAEL012107	1	protein_coding	nanos [Source:VB Community Annotation]	EAT35750.1	GO:0006417
231	AAEL012109	1	protein_coding	sucrose transport protein [Source:VB Community Annotation]		
232	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008270
233	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0016021
234	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0006508
235	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008237
236	AAEL012233	1	protein_coding			GO:0046983
237	AAEL012235	NIGP01000214	protein_coding	Ribosome biogenesis protein NOP53 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FVP6]		GO:0005730
238	AAEL012235	NIGP01000214	protein_coding	Ribosome biogenesis protein NOP53 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FVP6]		GO:0000027
239	AAEL012235	NIGP01000214	protein_coding	Ribosome biogenesis protein NOP53 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FVP6]		GO:0005654
240	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0005524
241	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0004674
242	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0004672
243	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0006468
244	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0005524
245	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0004674
246	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0004672
247	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0006468
248	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0016021
249	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0007186
250	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0004930
251	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0001607
252	AAEL013135	NIGP01001407	protein_coding	chromodomain helicase DNA binding protein [Source:VB Community Annotation]		GO:0005524
253	AAEL013369	1	protein_coding		EAT34381.1	GO:0016192
254	AAEL013369	1	protein_coding		EAT34381.1	GO:0030008
255	AAEL014054	NIGP01002215	protein_coding		EAT33670.1	
256	AAEL014130	1	protein_coding		EAT33596.1	GO:0008154
257	AAEL014130	1	protein_coding		EAT33596.1	GO:0005515
258	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0005524
259	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0008017
260	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0003777
